Conditions,Elevation,Humidity,Latitude,Location,Longitude,Pressure,Temperature,Time
Humid and Partly Cloudy,9.870092391967773,0.77,24.8614622,"Karachi,Pakistan",67.0099388,1000.45,86.45,1497139200
Humid and Partly Cloudy,9.870092391967773,0.71,24.8614622,"Karachi,Pakistan",67.0099388,1000.45,87.2,1497142800
Humid,9.870092391967773,0.66,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,88.0,1497146400
Humid and Partly Cloudy,9.870092391967773,0.73,24.8614622,"Karachi,Pakistan",67.0099388,1001.75,88.87,1497150000
Humid,9.870092391967773,0.58,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,90.0,1497153600
Humid,9.870092391967773,0.58,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,90.0,1497157200
Humid and Mostly Cloudy,9.870092391967773,0.59,24.8614622,"Karachi,Pakistan",67.0099388,1002.0,93.61,1497160800
Humid,9.870092391967773,0.51,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,93.0,1497164400
Humid,9.870092391967773,0.46,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,97.0,1497168000
Humid and Partly Cloudy,9.870092391967773,0.47,24.8614622,"Karachi,Pakistan",67.0099388,1000.22,96.23,1497171600
Humid,9.870092391967773,0.53,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,95.0,1497175200
Humid,9.870092391967773,0.56,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,93.0,1497178800
Humid and Partly Cloudy,9.870092391967773,0.58,24.8614622,"Karachi,Pakistan",67.0099388,999.19,92.6,1497182400
Humid,9.870092391967773,0.6,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,91.0,1497186000
Humid,9.870092391967773,0.62,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,90.0,1497189600
Humid and Partly Cloudy,9.870092391967773,0.71,24.8614622,"Karachi,Pakistan",67.0099388,999.72,90.52,1497193200
Humid,9.870092391967773,0.7,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,88.0,1497196800
Humid,9.870092391967773,0.7,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,88.0,1497200400
Humid and Mostly Cloudy,9.870092391967773,0.71,24.8614622,"Karachi,Pakistan",67.0099388,1000.99,88.04,1497204000
Humid,9.870092391967773,0.7,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,86.0,1497726000
Humid,9.870092391967773,0.75,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,86.0,1497729600
Humid,9.870092391967773,0.7,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,86.0,1497733200
Humid and Mostly Cloudy,9.870092391967773,0.71,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,85.94,1497736800
Humid and Mostly Cloudy,9.870092391967773,0.74,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,85.85,1497740400
Humid and Mostly Cloudy,9.870092391967773,0.76,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,85.81,1497744000
Humid,9.870092391967773,0.75,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,86.0,1497747600
Humid,9.870092391967773,0.75,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,86.0,1497751200
Humid and Mostly Cloudy,9.870092391967773,0.67,24.8614622,"Karachi,Pakistan",67.0099388,1001.63,88.0,1497754800
Humid,9.870092391967773,0.64,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,91.0,1497758400
Humid,9.870092391967773,0.56,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,91.0,1497762000
Humid and Mostly Cloudy,9.870092391967773,0.56,24.8614622,"Karachi,Pakistan",67.0099388,1002.2,91.19,1497765600
Humid,9.870092391967773,0.52,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,93.0,1497769200
Humid,9.870092391967773,0.52,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,93.0,1497772800
Humid,9.870092391967773,0.56,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,91.0,1497776400
Humid,9.870092391967773,0.56,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,91.0,1497780000
Humid,9.870092391967773,0.6,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,91.0,1497783600
Humid and Mostly Cloudy,9.870092391967773,0.55,24.8614622,"Karachi,Pakistan",67.0099388,1000.27,91.38,1497787200
Humid,9.870092391967773,0.62,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,90.0,1497790800
Humid,9.870092391967773,0.66,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,88.0,1497794400
Humid,9.870092391967773,0.7,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,88.0,1497798000
Humid,9.870092391967773,0.66,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,88.0,1497801600
Humid,9.870092391967773,0.7,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,88.0,1497805200
Humid and Mostly Cloudy,9.870092391967773,0.74,24.8614622,"Karachi,Pakistan",67.0099388,1001.27,86.13,1497808800
Humid,9.870092391967773,0.75,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,86.0,1498330800
Humid,9.870092391967773,0.75,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,86.0,1498334400
Humid and Mostly Cloudy,9.870092391967773,0.8,24.8614622,"Karachi,Pakistan",67.0099388,997.48,86.69,1498338000
Humid,9.870092391967773,0.75,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,86.0,1498341600
Humid,9.870092391967773,0.75,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,86.0,1498345200
Humid and Mostly Cloudy,9.870092391967773,0.76,24.8614622,"Karachi,Pakistan",67.0099388,996.66,85.61,1498348800
Humid,9.870092391967773,0.75,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,86.0,1498352400
Humid,9.870092391967773,0.75,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,86.0,1498356000
Humid and Mostly Cloudy,9.870092391967773,0.67,24.8614622,"Karachi,Pakistan",67.0099388,997.58,87.85,1498359600
Humid,9.870092391967773,0.62,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,90.0,1498363200
Humid,9.870092391967773,0.6,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,91.0,1498366800
Humid and Partly Cloudy,9.870092391967773,0.61,24.8614622,"Karachi,Pakistan",67.0099388,997.91,94.22,1498370400
Humid,9.870092391967773,0.51,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,93.0,1498374000
Humid,9.870092391967773,0.52,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,93.0,1498377600
Humid and Partly Cloudy,9.870092391967773,0.51,24.8614622,"Karachi,Pakistan",67.0099388,997.17,94.1,1498381200
Humid,9.870092391967773,0.52,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,93.0,1498384800
Humid,9.870092391967773,0.52,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,93.0,1498388400
Humid,9.870092391967773,0.58,24.8614622,"Karachi,Pakistan",67.0099388,995.42,92.42,1498392000
Humid,9.870092391967773,0.6,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,91.0,1498395600
Humid,9.870092391967773,0.66,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,90.0,1498399200
Humid,9.870092391967773,0.68,24.8614622,"Karachi,Pakistan",67.0099388,996.43,88.82,1498402800
Humid,9.870092391967773,0.66,24.8614622,"Karachi,Pakistan",67.0099388,1000.0,90.0,1498406400
Humid,9.870092391967773,0.71,24.8614622,"Karachi,Pakistan",67.0099388,999.15,89.4,1498410000
Humid and Partly Cloudy,9.870092391967773,0.77,24.8614622,"Karachi,Pakistan",67.0099388,999.15,88.59,1498413600
Partly Cloudy,91.7226791381836,0.7,43.653226,"Toronto,Canada",-79.3831843,1018.48,28.77,1483246800
Partly Cloudy,91.7226791381836,0.7,43.653226,"Toronto,Canada",-79.3831843,1019.81,28.77,1483250400
Partly Cloudy,91.7226791381836,0.65,43.653226,"Toronto,Canada",-79.3831843,1020.12,31.08,1483254000
Partly Cloudy,91.7226791381836,0.61,43.653226,"Toronto,Canada",-79.3831843,1021.36,31.91,1483257600
Partly Cloudy,91.7226791381836,0.61,43.653226,"Toronto,Canada",-79.3831843,1022.15,33.16,1483261200
Partly Cloudy,91.7226791381836,0.57,43.653226,"Toronto,Canada",-79.3831843,1021.64,34.78,1483264800
Partly Cloudy,91.7226791381836,0.56,43.653226,"Toronto,Canada",-79.3831843,1021.6,35.19,1483268400
Partly Cloudy,91.7226791381836,0.54,43.653226,"Toronto,Canada",-79.3831843,1022.3,39.0,1483272000
Partly Cloudy,91.7226791381836,0.52,43.653226,"Toronto,Canada",-79.3831843,1022.35,36.5,1483275600
Partly Cloudy,91.7226791381836,0.59,43.653226,"Toronto,Canada",-79.3831843,1024.2,37.0,1483279200
Clear,91.7226791381836,0.59,43.653226,"Toronto,Canada",-79.3831843,1023.85,35.5,1483282800
Clear,91.7226791381836,0.6,43.653226,"Toronto,Canada",-79.3831843,1025.07,35.04,1483286400
Clear,91.7226791381836,0.66,43.653226,"Toronto,Canada",-79.3831843,1025.32,33.63,1483290000
Clear,91.7226791381836,0.73,43.653226,"Toronto,Canada",-79.3831843,1025.98,33.68,1483293600
Clear,91.7226791381836,0.73,43.653226,"Toronto,Canada",-79.3831843,1026.62,32.59,1483297200
Mostly Cloudy,91.7226791381836,0.76,43.653226,"Toronto,Canada",-79.3831843,1026.93,31.99,1483300800
Partly Cloudy,91.7226791381836,0.76,43.653226,"Toronto,Canada",-79.3831843,1026.96,32.42,1483304400
Partly Cloudy,91.7226791381836,0.77,43.653226,"Toronto,Canada",-79.3831843,1026.78,31.79,1483308000
Mostly Cloudy,91.7226791381836,0.8,43.653226,"Toronto,Canada",-79.3831843,1027.01,30.83,1483311600
Partly Cloudy,91.7226791381836,0.77,43.653226,"Toronto,Canada",-79.3831843,1027.06,32.04,1483315200
Clear,91.7226791381836,0.76,43.653226,"Toronto,Canada",-79.3831843,1027.5,32.19,1483318800
Mostly Cloudy,91.7226791381836,0.78,43.653226,"Toronto,Canada",-79.3831843,1027.18,32.36,1483322400
Clear,91.7226791381836,0.82,43.653226,"Toronto,Canada",-79.3831843,1027.38,33.05,1483326000
Clear,91.7226791381836,0.88,43.653226,"Toronto,Canada",-79.3831843,1027.0,34.15,1483329600
Clear,91.7226791381836,0.73,43.653226,"Toronto,Canada",-79.3831843,1023.46,12.89,1483851600
Clear,91.7226791381836,0.74,43.653226,"Toronto,Canada",-79.3831843,1022.62,12.83,1483855200
Partly Cloudy,91.7226791381836,0.72,43.653226,"Toronto,Canada",-79.3831843,1022.36,14.23,1483858800
Clear,91.7226791381836,0.75,43.653226,"Toronto,Canada",-79.3831843,1022.45,15.55,1483862400
Mostly Cloudy,91.7226791381836,0.68,43.653226,"Toronto,Canada",-79.3831843,1022.68,16.74,1483866000
Partly Cloudy,91.7226791381836,0.67,43.653226,"Toronto,Canada",-79.3831843,1023.88,17.93,1483869600
Clear,91.7226791381836,0.56,43.653226,"Toronto,Canada",-79.3831843,1024.92,15.97,1483873200
Clear,91.7226791381836,0.58,43.653226,"Toronto,Canada",-79.3831843,1025.87,14.64,1483876800
Clear,91.7226791381836,0.62,43.653226,"Toronto,Canada",-79.3831843,1026.82,13.59,1483880400
Partly Cloudy,91.7226791381836,0.52,43.653226,"Toronto,Canada",-79.3831843,1027.85,14.12,1483884000
Clear,91.7226791381836,0.61,43.653226,"Toronto,Canada",-79.3831843,1028.95,14.7,1483887600
Clear,91.7226791381836,0.58,43.653226,"Toronto,Canada",-79.3831843,1030.06,15.71,1483891200
Clear,91.7226791381836,0.52,43.653226,"Toronto,Canada",-79.3831843,1030.72,14.81,1483894800
Clear,91.7226791381836,0.48,43.653226,"Toronto,Canada",-79.3831843,1031.47,15.6,1483898400
Partly Cloudy,91.7226791381836,0.46,43.653226,"Toronto,Canada",-79.3831843,1032.08,15.9,1483902000
Partly Cloudy,91.7226791381836,0.51,43.653226,"Toronto,Canada",-79.3831843,1033.06,15.44,1483905600
Partly Cloudy,91.7226791381836,0.55,43.653226,"Toronto,Canada",-79.3831843,1033.65,14.64,1483909200
Clear,91.7226791381836,0.64,43.653226,"Toronto,Canada",-79.3831843,1034.36,13.29,1483912800
Clear,91.7226791381836,0.53,43.653226,"Toronto,Canada",-79.3831843,1035.06,13.19,1483916400
Clear,91.7226791381836,0.6,43.653226,"Toronto,Canada",-79.3831843,1035.82,12.78,1483920000
Clear,91.7226791381836,0.6,43.653226,"Toronto,Canada",-79.3831843,1036.42,12.38,1483923600
Clear,91.7226791381836,0.67,43.653226,"Toronto,Canada",-79.3831843,1036.91,12.43,1483927200
Mostly Cloudy,91.7226791381836,0.68,43.653226,"Toronto,Canada",-79.3831843,1036.72,13.18,1483930800
Clear,91.7226791381836,0.71,43.653226,"Toronto,Canada",-79.3831843,1035.93,14.43,1483934400
Clear,91.7226791381836,0.79,43.653226,"Toronto,Canada",-79.3831843,1028.37,24.2,1484456400
Clear,91.7226791381836,0.78,43.653226,"Toronto,Canada",-79.3831843,1028.2,23.69,1484460000
Partly Cloudy,91.7226791381836,0.8,43.653226,"Toronto,Canada",-79.3831843,1027.82,24.15,1484463600
Clear,91.7226791381836,0.78,43.653226,"Toronto,Canada",-79.3831843,1028.24,24.51,1484467200
Partly Cloudy,91.7226791381836,0.8,43.653226,"Toronto,Canada",-79.3831843,1028.33,24.6,1484470800
Clear,91.7226791381836,0.79,43.653226,"Toronto,Canada",-79.3831843,1028.54,24.45,1484474400
Partly Cloudy,91.7226791381836,0.8,43.653226,"Toronto,Canada",-79.3831843,1028.84,24.95,1484478000
Mostly Cloudy,91.7226791381836,0.79,43.653226,"Toronto,Canada",-79.3831843,1029.4,25.84,1484481600
Partly Cloudy,91.7226791381836,0.79,43.653226,"Toronto,Canada",-79.3831843,1030.01,25.98,1484485200
Clear,91.7226791381836,0.74,43.653226,"Toronto,Canada",-79.3831843,1030.41,27.6,1484488800
Overcast,91.7226791381836,0.74,43.653226,"Toronto,Canada",-79.3831843,1030.87,28.5,1484492400
Clear,91.7226791381836,0.7,43.653226,"Toronto,Canada",-79.3831843,1030.65,30.38,1484496000
Clear,91.7226791381836,0.61,43.653226,"Toronto,Canada",-79.3831843,1029.96,31.5,1484499600
Mostly Cloudy,91.7226791381836,0.59,43.653226,"Toronto,Canada",-79.3831843,1029.37,31.57,1484503200
Clear,91.7226791381836,0.58,43.653226,"Toronto,Canada",-79.3831843,1029.04,31.75,1484506800
Partly Cloudy,91.7226791381836,0.63,43.653226,"Toronto,Canada",-79.3831843,1029.13,32.41,1484510400
Overcast,91.7226791381836,0.6,43.653226,"Toronto,Canada",-79.3831843,1028.74,32.36,1484514000
Clear,91.7226791381836,0.59,43.653226,"Toronto,Canada",-79.3831843,1028.95,32.12,1484517600
Partly Cloudy,91.7226791381836,0.6,43.653226,"Toronto,Canada",-79.3831843,1029.13,31.91,1484521200
Clear,91.7226791381836,0.68,43.653226,"Toronto,Canada",-79.3831843,1028.87,29.18,1484524800
Clear,91.7226791381836,0.7,43.653226,"Toronto,Canada",-79.3831843,1028.75,29.76,1484528400
Clear,91.7226791381836,0.71,43.653226,"Toronto,Canada",-79.3831843,1028.6,29.93,1484532000
Clear,91.7226791381836,0.76,43.653226,"Toronto,Canada",-79.3831843,1028.57,29.87,1484535600
Clear,91.7226791381836,0.8,43.653226,"Toronto,Canada",-79.3831843,1028.53,27.67,1484539200
Clear,91.7226791381836,0.98,43.653226,"Toronto,Canada",-79.3831843,1005.93,39.09,1485061200
Foggy,91.7226791381836,0.96,43.653226,"Toronto,Canada",-79.3831843,1005.88,38.94,1485064800
Foggy,91.7226791381836,0.93,43.653226,"Toronto,Canada",-79.3831843,1005.98,39.04,1485068400
Foggy,91.7226791381836,0.95,43.653226,"Toronto,Canada",-79.3831843,1006.23,39.16,1485072000
Foggy,91.7226791381836,0.95,43.653226,"Toronto,Canada",-79.3831843,1005.89,39.15,1485075600
Foggy,91.7226791381836,0.99,43.653226,"Toronto,Canada",-79.3831843,1005.72,38.08,1485079200
Foggy,91.7226791381836,0.97,43.653226,"Toronto,Canada",-79.3831843,1005.49,38.12,1485082800
Foggy,91.7226791381836,0.97,43.653226,"Toronto,Canada",-79.3831843,1005.57,38.07,1485086400
Foggy,91.7226791381836,1.0,43.653226,"Toronto,Canada",-79.3831843,1005.78,37.39,1485090000
Clear,91.7226791381836,0.97,43.653226,"Toronto,Canada",-79.3831843,1006.69,38.59,1485093600
Overcast,91.7226791381836,0.97,43.653226,"Toronto,Canada",-79.3831843,1007.5,38.67,1485097200
Clear,91.7226791381836,0.95,43.653226,"Toronto,Canada",-79.3831843,1007.59,38.82,1485100800
Clear,91.7226791381836,0.97,43.653226,"Toronto,Canada",-79.3831843,1006.97,39.01,1485104400
Overcast,91.7226791381836,0.95,43.653226,"Toronto,Canada",-79.3831843,1006.25,39.55,1485108000
Clear,91.7226791381836,0.93,43.653226,"Toronto,Canada",-79.3831843,1005.95,40.15,1485111600
Clear,91.7226791381836,0.92,43.653226,"Toronto,Canada",-79.3831843,1005.78,40.33,1485115200
Overcast,91.7226791381836,0.9,43.653226,"Toronto,Canada",-79.3831843,1006.05,40.1,1485118800
Clear,91.7226791381836,0.87,43.653226,"Toronto,Canada",-79.3831843,1006.34,40.02,1485122400
Clear,91.7226791381836,0.89,43.653226,"Toronto,Canada",-79.3831843,1006.63,38.93,1485126000
Overcast,91.7226791381836,0.85,43.653226,"Toronto,Canada",-79.3831843,1007.02,38.92,1485129600
Clear,91.7226791381836,0.86,43.653226,"Toronto,Canada",-79.3831843,1007.44,38.12,1485133200
Breezy,91.7226791381836,0.78,43.653226,"Toronto,Canada",-79.3831843,1007.73,37.51,1485136800
Overcast,91.7226791381836,0.8,43.653226,"Toronto,Canada",-79.3831843,1008.06,37.51,1485140400
Clear,91.7226791381836,0.81,43.653226,"Toronto,Canada",-79.3831843,1007.97,37.46,1485144000
Clear,91.7226791381836,0.82,43.653226,"Toronto,Canada",-79.3831843,1001.65,30.32,1485666000
Overcast,91.7226791381836,0.79,43.653226,"Toronto,Canada",-79.3831843,1001.74,29.76,1485669600
Clear,91.7226791381836,0.78,43.653226,"Toronto,Canada",-79.3831843,1001.92,29.68,1485673200
Clear,91.7226791381836,0.73,43.653226,"Toronto,Canada",-79.3831843,1002.27,29.07,1485676800
Overcast,91.7226791381836,0.66,43.653226,"Toronto,Canada",-79.3831843,1002.61,27.78,1485680400
Clear,91.7226791381836,0.65,43.653226,"Toronto,Canada",-79.3831843,1002.88,26.98,1485684000
Clear,91.7226791381836,0.66,43.653226,"Toronto,Canada",-79.3831843,1003.18,26.89,1485687600
Overcast,91.7226791381836,0.66,43.653226,"Toronto,Canada",-79.3831843,1003.51,26.71,1485691200
Clear,91.7226791381836,0.63,43.653226,"Toronto,Canada",-79.3831843,1004.06,26.77,1485694800
Clear,91.7226791381836,0.62,43.653226,"Toronto,Canada",-79.3831843,1004.58,26.83,1485698400
Overcast,91.7226791381836,0.6,43.653226,"Toronto,Canada",-79.3831843,1005.45,26.81,1485702000
Clear,91.7226791381836,0.54,43.653226,"Toronto,Canada",-79.3831843,1005.59,27.8,1485705600
Clear,91.7226791381836,0.55,43.653226,"Toronto,Canada",-79.3831843,1005.32,28.41,1485709200
Overcast,91.7226791381836,0.62,43.653226,"Toronto,Canada",-79.3831843,1005.25,27.47,1485712800
Clear,91.7226791381836,0.62,43.653226,"Toronto,Canada",-79.3831843,1005.29,27.88,1485716400
Clear,91.7226791381836,0.57,43.653226,"Toronto,Canada",-79.3831843,1005.87,27.44,1485720000
Overcast,91.7226791381836,0.56,43.653226,"Toronto,Canada",-79.3831843,1006.68,27.26,1485723600
Clear,91.7226791381836,0.56,43.653226,"Toronto,Canada",-79.3831843,1007.33,26.55,1485727200
Partly Cloudy,91.7226791381836,0.56,43.653226,"Toronto,Canada",-79.3831843,1007.83,25.99,1485730800
Overcast,91.7226791381836,0.58,43.653226,"Toronto,Canada",-79.3831843,1008.17,25.59,1485734400
Clear,91.7226791381836,0.65,43.653226,"Toronto,Canada",-79.3831843,1008.5,24.05,1485738000
Partly Cloudy,91.7226791381836,0.6,43.653226,"Toronto,Canada",-79.3831843,1008.67,22.97,1485741600
Overcast,91.7226791381836,0.64,43.653226,"Toronto,Canada",-79.3831843,1008.62,22.19,1485745200
Partly Cloudy,91.7226791381836,0.64,43.653226,"Toronto,Canada",-79.3831843,1008.77,21.45,1485748800
Clear,91.7226791381836,0.6,43.653226,"Toronto,Canada",-79.3831843,1017.2,29.49,1486270800
Mostly Cloudy,91.7226791381836,0.56,43.653226,"Toronto,Canada",-79.3831843,1015.43,30.49,1486274400
Clear,91.7226791381836,0.57,43.653226,"Toronto,Canada",-79.3831843,1014.52,29.59,1486278000
Partly Cloudy,91.7226791381836,0.56,43.653226,"Toronto,Canada",-79.3831843,1013.72,30.04,1486281600
Mostly Cloudy,91.7226791381836,0.57,43.653226,"Toronto,Canada",-79.3831843,1012.35,30.5,1486285200
Clear,91.7226791381836,0.56,43.653226,"Toronto,Canada",-79.3831843,1011.69,30.08,1486288800
Clear,91.7226791381836,0.58,43.653226,"Toronto,Canada",-79.3831843,1010.57,30.16,1486292400
Overcast,91.7226791381836,0.58,43.653226,"Toronto,Canada",-79.3831843,1009.8,30.22,1486296000
Clear,91.7226791381836,0.74,43.653226,"Toronto,Canada",-79.3831843,1009.83,29.17,1486299600
Clear,91.7226791381836,0.81,43.653226,"Toronto,Canada",-79.3831843,1009.6,29.13,1486303200
Light Snow,91.7226791381836,0.9,43.653226,"Toronto,Canada",-79.3831843,1009.5,28.66,1486306800
Clear,91.7226791381836,0.83,43.653226,"Toronto,Canada",-79.3831843,1009.28,30.02,1486310400
Clear,91.7226791381836,0.78,43.653226,"Toronto,Canada",-79.3831843,1008.68,31.23,1486314000
Overcast,91.7226791381836,0.77,43.653226,"Toronto,Canada",-79.3831843,1008.25,31.73,1486317600
Clear,91.7226791381836,0.75,43.653226,"Toronto,Canada",-79.3831843,1007.95,33.03,1486321200
Clear,91.7226791381836,0.73,43.653226,"Toronto,Canada",-79.3831843,1008.44,33.22,1486324800
Overcast,91.7226791381836,0.73,43.653226,"Toronto,Canada",-79.3831843,1009.43,33.73,1486328400
Clear,91.7226791381836,0.7,43.653226,"Toronto,Canada",-79.3831843,1010.43,33.76,1486332000
Clear,91.7226791381836,0.68,43.653226,"Toronto,Canada",-79.3831843,1012.07,33.16,1486335600
Mostly Cloudy,91.7226791381836,0.64,43.653226,"Toronto,Canada",-79.3831843,1013.42,31.89,1486339200
Clear,91.7226791381836,0.64,43.653226,"Toronto,Canada",-79.3831843,1014.87,31.1,1486342800
Clear,91.7226791381836,0.69,43.653226,"Toronto,Canada",-79.3831843,1015.81,29.96,1486346400
Mostly Cloudy,91.7226791381836,0.61,43.653226,"Toronto,Canada",-79.3831843,1016.71,30.21,1486350000
Clear,91.7226791381836,0.6,43.653226,"Toronto,Canada",-79.3831843,1017.2,28.53,1486353600
Clear,91.7226791381836,0.89,43.653226,"Toronto,Canada",-79.3831843,1017.48,33.86,1486875600
Overcast,91.7226791381836,0.88,43.653226,"Toronto,Canada",-79.3831843,1017.54,32.38,1486879200
Clear,91.7226791381836,0.89,43.653226,"Toronto,Canada",-79.3831843,1016.96,31.3,1486882800
Clear,91.7226791381836,0.94,43.653226,"Toronto,Canada",-79.3831843,1016.19,29.94,1486886400
Overcast,91.7226791381836,0.94,43.653226,"Toronto,Canada",-79.3831843,1015.93,28.29,1486890000
Light Snow,91.7226791381836,0.94,43.653226,"Toronto,Canada",-79.3831843,1014.68,28.02,1486893600
Snow,91.7226791381836,0.91,43.653226,"Toronto,Canada",-79.3831843,1013.5,26.71,1486897200
Snow,91.7226791381836,0.88,43.653226,"Toronto,Canada",-79.3831843,1012.71,27.56,1486900800
Snow,91.7226791381836,0.93,43.653226,"Toronto,Canada",-79.3831843,1011.78,27.08,1486904400
Snow,91.7226791381836,0.92,43.653226,"Toronto,Canada",-79.3831843,1010.6,27.16,1486908000
Snow,91.7226791381836,0.89,43.653226,"Toronto,Canada",-79.3831843,1009.71,27.26,1486911600
Heavy Snow,91.7226791381836,0.91,43.653226,"Toronto,Canada",-79.3831843,1008.61,28.25,1486915200
Heavy Snow,91.7226791381836,0.92,43.653226,"Toronto,Canada",-79.3831843,1008.5,27.69,1486918800
Heavy Snow,91.7226791381836,0.95,43.653226,"Toronto,Canada",-79.3831843,1007.57,27.99,1486922400
Snow,91.7226791381836,0.93,43.653226,"Toronto,Canada",-79.3831843,1006.36,29.68,1486926000
Clear,91.7226791381836,0.87,43.653226,"Toronto,Canada",-79.3831843,1005.65,30.45,1486929600
Mostly Cloudy,91.7226791381836,0.88,43.653226,"Toronto,Canada",-79.3831843,1005.73,30.61,1486933200
Snow,91.7226791381836,0.92,43.653226,"Toronto,Canada",-79.3831843,1005.44,31.17,1486936800
Light Snow,91.7226791381836,0.93,43.653226,"Toronto,Canada",-79.3831843,1005.04,33.38,1486940400
Overcast,91.7226791381836,0.94,43.653226,"Toronto,Canada",-79.3831843,1004.73,34.18,1486944000
Breezy,91.7226791381836,0.84,43.653226,"Toronto,Canada",-79.3831843,1005.17,35.36,1486947600
Windy,91.7226791381836,0.76,43.653226,"Toronto,Canada",-79.3831843,1006.35,33.73,1486951200
Windy and Overcast,91.7226791381836,0.75,43.653226,"Toronto,Canada",-79.3831843,1007.72,32.24,1486954800
Windy,91.7226791381836,0.73,43.653226,"Toronto,Canada",-79.3831843,1008.65,30.48,1486958400
Clear,91.7226791381836,0.71,43.653226,"Toronto,Canada",-79.3831843,1005.45,45.18,1487480400
Clear,91.7226791381836,0.72,43.653226,"Toronto,Canada",-79.3831843,1005.65,43.92,1487484000
Clear,91.7226791381836,0.76,43.653226,"Toronto,Canada",-79.3831843,1006.18,41.64,1487487600
Clear,91.7226791381836,0.71,43.653226,"Toronto,Canada",-79.3831843,1007.16,43.79,1487491200
Clear,91.7226791381836,0.72,43.653226,"Toronto,Canada",-79.3831843,1007.68,42.27,1487494800
Clear,91.7226791381836,0.76,43.653226,"Toronto,Canada",-79.3831843,1008.32,40.58,1487498400
Clear,91.7226791381836,0.77,43.653226,"Toronto,Canada",-79.3831843,1009.22,40.43,1487502000
Mostly Cloudy,91.7226791381836,0.77,43.653226,"Toronto,Canada",-79.3831843,1010.15,39.74,1487505600
Partly Cloudy,91.7226791381836,0.77,43.653226,"Toronto,Canada",-79.3831843,1010.94,40.37,1487509200
Partly Cloudy,91.7226791381836,0.75,43.653226,"Toronto,Canada",-79.3831843,1011.51,41.93,1487512800
Clear,91.7226791381836,0.64,43.653226,"Toronto,Canada",-79.3831843,1011.83,46.92,1487516400
Clear,91.7226791381836,0.55,43.653226,"Toronto,Canada",-79.3831843,1012.01,50.98,1487520000
Partly Cloudy,91.7226791381836,0.5,43.653226,"Toronto,Canada",-79.3831843,1012.17,53.61,1487523600
Clear,91.7226791381836,0.46,43.653226,"Toronto,Canada",-79.3831843,1012.08,54.51,1487527200
Clear,91.7226791381836,0.45,43.653226,"Toronto,Canada",-79.3831843,1012.29,54.42,1487530800
Clear,91.7226791381836,0.45,43.653226,"Toronto,Canada",-79.3831843,1012.75,53.33,1487534400
Clear,91.7226791381836,0.5,43.653226,"Toronto,Canada",-79.3831843,1014.18,51.74,1487538000
Clear,91.7226791381836,0.55,43.653226,"Toronto,Canada",-79.3831843,1015.45,48.72,1487541600
Clear,91.7226791381836,0.58,43.653226,"Toronto,Canada",-79.3831843,1016.86,45.49,1487545200
Clear,91.7226791381836,0.64,43.653226,"Toronto,Canada",-79.3831843,1018.0,42.68,1487548800
Clear,91.7226791381836,0.64,43.653226,"Toronto,Canada",-79.3831843,1018.82,41.76,1487552400
